ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,AÑO VIGENCIA,MES VIGENCIA
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"924,272",,,,,,"2,019",4
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"86,488",,,,,"2,018",5
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,"2,904,692",,,,,,"2,018",9
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"32,668",,,,,"2,020",5
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"349,624","171,581",,,,"113,304","2,019",6
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,"48,748",,,,,,"2,020",12
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,"5,340",,,,,"2,020",3
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,GENERAL,"12,239",102,,,,,"2,019",3
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CONTENEDORES,"16,237","22,675",,"22,662",,"12,127","2,019",1
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"83,780","117,361","489,689",,,,"2,019",7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,"36,099",,,,,"2,018",10
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,"4,359",,,,,"2,020",6
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,"2,992",,,,,"2,019",9
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,14,"75,331","1,644",,,,"2,020",12
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,,"4,687",,,,,"2,020",1
G. MORROSQUILLO,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,"576,785",,,,,,"2,020",6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,"20,224",,,,"18,709","2,020",12
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,GENERAL,"25,239",39,,,,,"2,020",2
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"8,234",,,,,"2,019",7
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"85,907",,"2,020",9
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"53,233","12,036",,,,,"2,018",11
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,"2,361,848",,,,,,"2,018",11
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"12,773",,,,,,"2,020",6
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,215,163,,,,,"2,020",11
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,,"15,350",,,,,"2,020",2
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,56,128,461,,,,"2,020",3
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"353,033",,,,"10,767","2,018",11
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CONTENEDORES,"23,789","27,693","8,590","21,147",,,"2,018",7
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,"88,610","145,463","37,777",,,,"2,019",12
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,"1,910,176",,,,,,"2,020",6
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,,"7,544",,,,,"2,020",8
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,,"278,466",85,,,,"2,018",8
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,126,,"2,018",5
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"174,252",,,"2,200",,"2,020",7
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"22,697",,"2,018",2
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,"37,122","31,662",,,,,"2,020",1
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,313,"1,072",,,,"5,649","2,020",11
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,"6,676",,,,,"2,019",8
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,787","2,018",8
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,"24,127",,,,,"2,019",11
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,"84,551",,,,,,"2,018",8
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,"1,470",,,,,"2,018",12
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"79,190",,,,,"2,019",6
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"109,856",,,,,"2,018",12
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"49,346",,,,,"2,020",6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,"5,989",,,,,"41,747","2,020",3
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"245,303",,,,"88,605","2,020",9
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,132,,"2,020",3
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"70,744",,,,,"2,020",12
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,822","2,020",12
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"1,273","2,018",10
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,"20,748",,,,,"2,018",3
CARTAGENA,COREMAR SHOREBASE SA,GRANEL LIQUIDO,,,,,68,,"2,020",10
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,"245,813","136,155",,,,,"2,018",11
G. MORROSQUILLO,OLEODUCTO CENTRAL SA,GRANEL LIQUIDO,"1,982,719",,,,,,"2,019",3
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,,670,,,,,"2,018",7
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,284,"12,723","2,198",,,,"2,019",1
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"7,462","2,018",12
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"94,617","126,101","361,612",,,"17,959","2,020",1
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,140,97,,,,,"2,020",9
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,"43,216","175,000",,,,4,"2,019",5
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,21,147,,,,,"2,019",4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"110,516","160,904","41,367",,,,"2,020",4
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,,"3,877",,,,,"2,020",3
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,"42,640","91,581","34,045",,,,"2,019",5
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,"14,938",,,,,"2,019",2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL LIQUIDO,,"2,393",,,,,"2,020",7
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"305,913",,,,,,"2,018",1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"9,077","682,656","83,765","1,707",,,"2,019",4
G. MORROSQUILLO,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"87,194",,,,,"2,020",5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,77,157,,,,,"2,020",6
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"7,957",,,,,"2,019",1
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,"9,874",,,,,"2,018",7
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,"14,967","34,440",,,"7,399",,"2,019",8
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"2,503","2,020",5
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,"103,804",,"2,019",10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"122,160",,,,,"2,019",5
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"1,681","2,018",5
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,"62,418",,,,,"2,020",8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GENERAL,"38,259",,,,,,"2,020",6
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"24,006",,,,,"2,018",4
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,"47,044",,,"34,101",,"2,020",4
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"15,359","5,108",,,,"44,801","2,020",10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"49,490",,,,,"2,019",4
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,"11,752",,,,,"1,088","2,020",1
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"60,418","13,076",,,,,"2,018",10
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"245,440",,,,,,"2,019",8
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,154,,"2,019",4
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,"12,912","2,020",11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,65,"7,231",,,,558,"2,020",11
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"26,767",,,,,"2,018",1
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CONTENEDORES,"21,933","28,634","5,817","15,853",,,"2,018",5
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,"55,000",,,,,,"2,018",6
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"69,343",,"2,020",5
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,,"14,020",,,,"13,673","2,018",9
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,"1,738","17,958",645,,,248,"2,019",7
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"36,363",,,,,"2,019",2
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GRANEL SOLIDO DIFER. DE CARBON,,,,,,"6,000","2,018",6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"215,937",,,,,"2,019",5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,"41,611",,,,,"2,018",10
G. MORROSQUILLO,OLEODUCTO CENTRAL SA,GRANEL LIQUIDO,"1,420,376",,,,,,"2,020",11
GUAJIRA,CERREJON ZONA NORTE S.A.,CARBON AL GRANEL,"1,512,897",,,,,,"2,020",1
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"5,732",,,,,365,"2,018",7
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"26,766",,,,,"2,018",8
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,"407,813","143,670",,,,"77,357","2,018",9
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"76,182",,,,,"2,019",10
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,"92,911",,"2,018",12
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"40,406","10,248",,,,947,"2,018",5
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"48,564",,,,,"2,019",1
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,"122,636","164,728","1,168,956",,,,"2,018",8
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"79,055",,,,,"2,018",4
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,"258,481",,,,,,"2,018",4
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"66,534",,,,,"2,018",1
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,"3,744","2,020",10
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,38,9,1,,,,"2,019",4
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"2,912","2,020",3
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,CARBON AL GRANEL,"13,924",,,,,,"2,020",11
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"82,493",,"2,019",7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,962,,,,,"2,019",5
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"99,641",,,,,,"2,019",12
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,"2,514",,,,"14,878","2,018",10
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"3,000","14,339",,,,,"2,020",1
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"2,157","2,018",1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,"5,000","54,664",,,,,"2,020",4
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"65,416",,,,,,"2,018",8
BUENAVENTURA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"86,729",,,,,"2,018",7
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"4,822","2,020",12
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"60,249",,,,,,"2,020",1
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"18,900",,,,,"2,020",8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,"271,702",,,,,"2,018",12
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"29,603",,,,,"2,020",1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,"26,721",,,,,,"2,020",8
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,"66,504","151,526","361,125",,,"20,479","2,020",4
SANTA MARTA,CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS,GRANEL LIQUIDO,,"384,898",,,,"31,519","2,019",11
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,,2,39,,,,"2,020",9
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,"5,400","27,825",,,,,"2,018",7
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"24,872",,,,,"2,019",11
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,"61,367",,,,,"2,018",6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,"37,024",,,,,"2,019",7
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"2,116","2,018",11
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,"154,587","215,162","1,416,906",,,"62,297","2,020",8
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,276,287,,,,"2,020",4
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,,"2,031",,,,"491,478","2,020",8
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,"5,260",,,,"2,838","2,019",8
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"143,799",,"2,018",11
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,"6,485","2,020",12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,81,,,,"4,670","2,019",4
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"68,231",,,,,"2,018",5
G. MORROSQUILLO,OLEODUCTO CENTRAL SA,GRANEL LIQUIDO,"1,855,089",,,,,,"2,019",10
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,75,,,,"9,050","2,018",8
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,"5,500","28,000",,,,,"2,019",5
GUAJIRA,CERREJON ZONA NORTE S.A.,GENERAL,,910,,,,,"2,020",5
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,"1,623",,,,,"2,019",12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,20,"1,578",,,,,"2,020",9
G. MORROSQUILLO,OLEODUCTO CENTRAL SA,GRANEL LIQUIDO,"1,453,181",,,,,,"2,020",9
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"4,720",,,,,"4,352","2,020",3
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL LIQUIDO,,"70,905",,,,,"2,018",9
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,,663,,,,,"2,018",11
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,"66,097",,,,,"2,019",7
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,"5,032","14,939",,,,,"2,018",9
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL SOLIDO DIFER. DE CARBON,,,,,,694,"2,020",8
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,"50,194","89,302",,,,,"2,020",6
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"23,730",,,,,"2,018",3
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,"24,096",,,,,"2,019",10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,"184,111","260,423","412,007",,,,"2,018",10
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"7,154","2,019",3
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,"67,678",,,,,"35,117","2,020",5
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"3,470",,,,,"2,019",11
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,,"8,157",,,,,"2,019",11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,"86,951","54,066",,,,,"2,020",12
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"22,592",,,,,"2,020",5
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,"2,161,689",,,,,,"2,020",5
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,"7,254","2,020",1
BARRANQUILLA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GRANEL LIQUIDO,,"5,591",,,,,"2,018",4
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,"13,390",,,,,"2,019",12
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CONTENEDORES,,"10,865",,,,"4,113","2,018",1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,"4,728","16,631",901,,,818,"2,019",11
CARTAGENA,ATUNAMAR LIMITADA,GENERAL,,,,,,"2,810","2,020",11
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,"35,702",,,,,"2,018",11
CARTAGENA,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,GENERAL,171,"32,652",,,,,"2,018",2
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,,518,,,,,"2,019",4
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,"10,082",,,,,,"2,019",4
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GENERAL,,"33,415",,,,,"2,018",6
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"22,092",,,,"1,174","2,018",12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,170,"11,682","3,573",,,"3,128","2,018",11
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,"240,329","30,502",,,,,"2,018",12
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,"64,290",,,,,,"2,020",2
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,,40,,,"1,761","2,018",6
TURBO,C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN,CONTENEDORES,"28,672","11,819",,,,"25,460","2,019",10
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,777,"2,020",11
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,"2,094",,,,,"2,020",8
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,"31,943",,,,,"2,019",10
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,"6,487",,,,,"2,018",2
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,"22,600","7,972",,,,,"2,020",4
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,"76,788","50,600",,,,,"2,019",10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,"125,583",,,,,"2,018",8
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,"144,852",,"2,019",5
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,"47,433","115,928","69,545",,,"3,448","2,018",7
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,"4,051","5,471",,,,,"2,020",3
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,,,,,,"2,212","2,018",5
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"14,201",,,,,"2,019",4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,"94,774",,,,,,"2,020",4
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"5,210",,,,,"2,019",10
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,"9,501",,,,,"2,020",11
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,62,"38,479",,,,,"2,020",4
